respondent_id,h1n1_vaccine,seasonal_vaccine
26762,0.2010976215415224,0.7658686486755845
26763,0.8467646893565172,0.9328049658644624
26764,0.8105594228009487,0.8808494954139267
26765,0.0036585722413645214,0.25769160368080735
26766,0.17357943396204406,0.12918670156247639
26767,0.717815348145419,0.5639445032456948
26768,0.01901984094289727,0.5383457297597303
26769,0.19301907350866648,0.27252257932916957
26770,0.0680317860732535,0.6656859655756323
26771,0.17445765978236072,0.5102740752050993
26772,0.08240706889694559,0.33914900705499346
26773,0.015056125588791327,0.7363337055924023
26774,0.024834341875766087,0.5135142630024161
26775,0.08432877135252277,0.21905709589312808
26776,0.31999625383811897,0.4194350903734307
26777,0.06609008472456517,0.7793646666604788
26778,0.09219264554155256,0.06759448611838643
26779,0.19741218625793797,0.5326257247165277
26780,0.18364986728478944,0.916249719477277
26781,0.013042554724118045,0.2864254036975416
26782,0.08692642146065223,0.3213290415497958
26783,0.10046893710656941,0.3025299440154199
26784,0.816266786272594,0.9518891155116843
26785,0.35740395968214106,0.534027509430313
26786,0.1963077132291465,0.40734023596121877
26787,0.2350238838654726,0.8230966677753602
26788,0.13065759079465156,0.950456600570518
26789,0.008097338936366296,0.22739560834714126
26790,0.142343536732507,0.42356456623620115
26791,0.1274141444037055,0.3335374894441787
26792,0.1023589710201553,0.47116887025045273
26793,0.14232302954889295,0.9374364455622441
26794,0.7117683402097406,0.8475628464715078
26795,0.04140557021602147,0.8549140939357294
26796,0.047677941672345535,0.061848524415048456
26797,0.0721820867444561,0.5382588312048352
26798,0.10240214664715085,0.24797447358616695
26799,0.2148666002977249,0.2692703047195711
26800,0.02337152430756602,0.8547574552278967
26801,0.36302730694352825,0.5120311289458849
26802,0.12293687691181093,0.21021724164977382
26803,0.06892896267996897,0.15681695367795898
26804,0.11272332548998362,0.2217959875232126
26805,0.08253894080624471,0.17684334368624458
26806,0.11988163063887707,0.9718251516640048
26807,0.5576411453443573,0.9076844635062613
26808,0.12716886775249098,0.36517035052099356
26809,0.7924358549878084,0.1650071615808593
26810,0.044854824914408044,0.14429807309785758
26811,0.04772254407266287,0.06857036185823714
26812,0.12094780201768075,0.5270419865945875
26813,0.23878211991236648,0.4466839308323048
26814,0.05258300368808928,0.6452038279974367
26815,0.07769427686271665,0.1918023461633194
26816,0.02905136681910636,0.16335610883216903
26817,0.12580222865377902,0.49295220198072576
26818,0.12632252318536205,0.2581653461911591
26819,0.3402955844561056,0.33296866774143535
26820,0.11177606909544151,0.32000408282719417
26821,0.14887297030232155,0.6126926977657765
26822,0.36735010010218677,0.595006465601387
26823,0.5900839784031512,0.7106103606510568
26824,0.05126277416386473,0.8501918594652942
26825,0.5321388258250477,0.8325480900949465
26826,0.06899944569835907,0.48328915507754494
26827,0.06419016247816435,0.061439788070402866
26828,0.34152006374142796,0.8018161483969172
26829,0.5472006123813883,0.9544146586619895
26830,0.10568473644697132,0.8157166181001947
26831,0.34029313273491457,0.8322947422748159
26832,0.16724749701035133,0.8568710332271106
26833,0.007918889735492571,0.3355028230941246
26834,0.09263840782527341,0.4099392178791118
26835,0.4140001925239485,0.8664885378176416
26836,0.2082396160484364,0.725546129878207
26837,0.038320842245777954,0.010184968854785974
26838,0.0938954306771053,0.37777888822913813
26839,0.4218193550071494,0.9099274325392672
26840,0.06809113777517424,0.06873202003091142
26841,0.2727511458756501,0.6220628038491862
26842,0.06673825761832838,0.11480351880095932
26843,0.055972126610552314,0.023112220036047848
26844,0.029733532079073064,0.20411072323905277
26845,0.03647398514717182,0.7114447450355796
26846,0.08567895743429256,0.7824679595809481
26847,0.5042414169997333,0.14390531409106938
26848,0.057951795178368244,0.6720064632268384
26849,0.05452647236860491,0.34041061466206546
26850,0.4686805163804109,0.6878871878939056
26851,0.04382180612016649,0.12399164305350961
26852,0.05740736361372281,0.18872773520540986
26853,0.25317539300621283,0.35032351400381334
26854,0.021885431082756552,0.11267285002347416
26855,0.564643109048871,0.8682996485842152
26856,0.061600409055507344,0.030554496839741645
26857,0.19667142109729202,0.22393034668820572
26858,0.10094772510637857,0.6082033953729817
26859,0.07081343115080688,0.13832160706171132
26860,0.03310039859043973,0.08850606873553525
26861,0.07510639783434142,0.0739105432994602
26862,0.06914081388090387,0.1325460673235151
26863,0.13452260872825028,0.3585387112527435
26864,0.6000810957807003,0.37076840103251835
26865,0.016633414478086656,0.0688189947167359
26866,0.1932616226913408,0.5122458054206284
26867,0.14923429686836195,0.34182333949881283
26868,0.6491626613421191,0.8916948802912472
26869,0.06256408993059882,0.11187161351887388
26870,0.7057881301746294,0.9261308833785279
26871,0.025660294365666723,0.03863542796789295
26872,0.12289422680867287,0.7785788098810381
26873,0.054398313506395804,0.7923119120637022
26874,0.06815056366798015,0.216808494047152
26875,0.5974618379748697,0.9299307479950422
26876,0.06159340068558723,0.04909900025143275
26877,0.0446013893177713,0.13558171270944208
26878,0.08048692194180576,0.20158749989723218
26879,0.008563449148478033,0.008386371653744477
26880,0.019158994001167516,0.040047398902466856
26881,0.03170781356822388,0.07351948211476929
26882,0.051108972118323735,0.11985858799604117
26883,0.1200267717484934,0.2504967690051492
26884,0.11516454267825375,0.2601105948962924
26885,0.19980698171661582,0.5094050232507426
26886,0.05298734140500422,0.6852479986223378
26887,0.44906717077473807,0.7830665064041599
26888,0.8235170536811431,0.9236199696277299
26889,0.03399487321169358,0.07779088504681288
26890,0.2825249831424759,0.609675712664018
26891,0.27792953675477583,0.4850245147601628
26892,0.198608390428237,0.6855946451831314
26893,0.11756539369985833,0.3752686551963306
26894,0.09325159402810868,0.2024485848770704
26895,0.11358633636848194,0.7792888782852814
26896,0.06443439827216459,0.12863665112281988
26897,0.035922745432481876,0.12013839507052312
26898,0.4509518500886427,0.6604900494585855
26899,0.04721543840803543,0.09644417434346955
26900,0.11379648880952657,0.2760173075434112
26901,0.01192100309366131,0.4316937857059264
26902,0.1273983635171017,0.8454654033356281
26903,0.08113317066756356,0.0250559838159834
26904,0.036668561175592876,0.23854768846408916
26905,0.28594576355305246,0.9020989106003766
26906,0.09563269687250026,0.33328083079811155
26907,0.011886369839357449,0.7128839568979435
26908,0.06926468782257443,0.5625857377442727
26909,0.07412326853626125,0.30357586433819517
26910,0.599544832322642,0.7940217455493055
26911,0.053927794008131316,0.06496247585845145
26912,0.5074220466333222,0.9118314620879258
26913,0.5533798648502006,0.7688202661104346
26914,0.09313460250438055,0.18484172235500085
26915,0.062076752257329657,0.46104187079764025
26916,0.13719456262124555,0.4205097682007699
26917,0.0751920790666652,0.1570090920567124
26918,0.571304106258229,0.8474468113593115
26919,0.18451813627359273,0.46517808552635653
26920,0.02396633931350042,0.08966942982935233
26921,0.1380876430267265,0.8520930787233089
26922,0.07395586803818581,0.8299262366826239
26923,0.10282328147810725,0.5352026366414652
26924,0.6577271887138636,0.8558402602075463
26925,0.13743518224150786,0.5413314603286741
26926,0.715497170471293,0.4987652909373241
26927,0.2662133726770646,0.5517985346498573
26928,0.047965126233083834,0.5256211086893615
26929,0.08296666154853471,0.19658605563835077
26930,0.6701545324515971,0.7916567296993285
26931,0.1049972385945671,0.35567272590535715
26932,0.043059050502322616,0.9195328649316873
26933,0.1029343861357008,0.8260365778805765
26934,0.588020256660519,0.7258675274913204
26935,0.09246994314122026,0.3859723415157754
26936,0.5438362799542481,0.10427848709649187
26937,0.32218405929280935,0.7342161583774156
26938,0.18951772977772605,0.1980543584238984
26939,0.025321415691264212,0.028082826792512415
26940,0.12315834934541031,0.2921264716232739
26941,0.06711530515347221,0.5000757892952296
26942,0.7177653377297265,0.8958341728133011
26943,0.07591177265363648,0.5307723997414138
26944,0.057857490322146383,0.1500456548787479
26945,0.16053536884696645,0.5908746733580327
26946,0.17337689027643152,0.8947192614982702
26947,0.1482276592567644,0.5063304692810734
26948,0.012557161078079257,0.0367489657721397
26949,0.015739073989639082,0.07262275151892608
26950,0.022467965757580685,0.43818522835560614
26951,0.08495989403644078,0.36102767190170193
26952,0.7262427894509146,0.8925820269083354
26953,0.6826848207769597,0.9350078315577477
26954,0.1351607381382076,0.3816014410325235
26955,0.33387848034648926,0.7855672383677773
26956,0.11225390628417505,0.23378105894725362
26957,0.022687640759725024,0.915915946988701
26958,0.8013437984329602,0.851747460363751
26959,0.04821456319415083,0.24328397577308836
26960,0.062280495939629754,0.09425234927843766
26961,0.20135708942819025,0.5655280587545457
26962,0.1248525374254646,0.7944184155686672
26963,0.23419161163956104,0.5081956800108224
26964,0.14558128709851176,0.34993453481146186
26965,0.765034496645577,0.9185050413812442
26966,0.008011712735517365,0.01975072921753162
26967,0.12024130202914741,0.3169369188579086
26968,0.03849157993214204,0.5844217431533314
26969,0.0790326969851909,0.3704571298274522
26970,0.7316447851905556,0.32964003961797483
26971,0.18479814250401264,0.5214952427939867
26972,0.011703567207011392,0.03556955021340017
26973,0.08545229292195523,0.21178450777934993
26974,0.18309396319482854,0.5206604872128402
26975,0.0898260735704015,0.7113251342518175
26976,0.8843177997458224,0.7613200124552554
26977,0.048402460856705666,0.2913535897406668
26978,0.035430091104234014,0.9158721453615989
26979,0.2214501355286012,0.4580324681932929
26980,0.0543604654693585,0.11890812702177483
26981,0.057646514292364934,0.5548437857637121
26982,0.7161702355200811,0.7586221415614602
26983,0.20417054263306603,0.7225517197980252
26984,0.08534413490166198,0.13348287389857896
26985,0.008612382173503614,0.05391223551273901
26986,0.20282768742509033,0.6426063591558336
26987,0.0642709418471027,0.20483354928611355
26988,0.04157276039847968,0.132433721318014
26989,0.31210681883386837,0.5059205092155061
26990,0.015554832458045852,0.06771558825503278
26991,0.534352920348288,0.7913338829927326
26992,0.26005055336542043,0.4649392702959854
26993,0.14997162080830637,0.6756956237861449
26994,0.35723196892682596,0.6425306129407607
26995,0.24406278445240134,0.5271640308836703
26996,0.4205701548045454,0.569096153866026
26997,0.01875878408248923,0.047165287540422554
26998,0.054792214828561316,0.09275587341724013
26999,0.4981228900161023,0.6572482670344298
27000,0.19495519955283358,0.5254772875347603
27001,0.03064514050325744,0.8080341252106067
27002,0.011309544166372802,0.31322089881613774
27003,0.012465035238750382,0.047864152643636436
27004,0.080785976698204,0.1963829552939564
27005,0.24441168651025721,0.48392983185077804
27006,0.5881649058680374,0.7761119437430868
27007,0.14213970825408517,0.31477212155402906
27008,0.018846908124759955,0.05335541821043599
27009,0.08608358788034035,0.36074212122241495
27010,0.12320409931857998,0.2995092361890158
27011,0.1261672616289421,0.18707695493783466
27012,0.37243398276977874,0.7428091258931687
27013,0.1537531135536043,0.47286775511513696
27014,0.03924712476840176,0.16094177256157788
27015,0.07155648067940898,0.17626385523761612
27016,0.2332672071558215,0.5752140454287048
27017,0.25110726778527825,0.4583408999013991
27018,0.09135254485688425,0.33016209773620936
27019,0.8090999462952018,0.9336877476127156
27020,0.3278294381733405,0.3640050136127761
27021,0.07032414634209817,0.2906167400802651
27022,0.1883840341994484,0.40344139738807294
27023,0.07261752973890953,0.07532870626654123
27024,0.04738437346090665,0.1334774014064528
27025,0.12944075905505273,0.0343525856490323
27026,0.0709739034137079,0.3075834404192406
27027,0.08532584941931809,0.5642398574305084
27028,0.15201166412944916,0.7123556125816559
27029,0.04603236390414963,0.2690899043163447
27030,0.10669901276546717,0.20231537126909283
27031,0.1597710836111099,0.9098105633189871
27032,0.32778954113434383,0.6405670829110639
27033,0.3136642640674831,0.569475519180138
27034,0.02030391339792215,0.895353278811645
27035,0.11206647665168379,0.1988447148903353
27036,0.26812052537774916,0.766841356829731
27037,0.5014817123364999,0.7185174964322933
27038,0.04180467309766916,0.028234729914087937
27039,0.5771210357335332,0.8255220358174404
27040,0.1009926693636195,0.08722777947400508
27041,0.121459912002377,0.4832419743980379
27042,0.047907151258674535,0.520076565036717
27043,0.7001720424056983,0.8842582317937729
27044,0.009943312932404646,0.021972562265199298
27045,0.18951711891793172,0.49752775246312747
27046,0.0731912482767529,0.1267362759557691
27047,0.5761137981246693,0.5688137045784138
27048,0.09442910688811583,0.36852175768983436
27049,0.545484314308173,0.8698835765032485
27050,0.054878195187736366,0.565078540456383
27051,0.09933692053705988,0.1922183692232453
27052,0.08238153914607568,0.09070781090608958
27053,0.6487375318575528,0.8571952881908839
27054,0.05079062643740031,0.1281611378524221
27055,0.18043281649871634,0.8928576317349851
27056,0.0238117185106392,0.03495180163609463
27057,0.0378424900804709,0.059043242182932304
27058,0.7554925045236904,0.9114820603411952
27059,0.12170598327091936,0.375074082954933
27060,0.03159658794527764,0.4613409815501221
27061,0.3274392012306987,0.6888658306439156
27062,0.12512368694752848,0.6953151144573905
27063,0.06409932589426257,0.6141811129900624
27064,0.16053502215743817,0.474591683623563
27065,0.052219533769395185,0.23500228955950914
27066,0.08768551170556128,0.8123117931968358
27067,0.3124667882625495,0.563439566371559
27068,0.8767459935926265,0.9633939611842879
27069,0.5887779117318978,0.8943396842971936
27070,0.08762710475984958,0.16116518534864366
27071,0.06232426189013539,0.10119773627689796
27072,0.1117344848159783,0.5531662904313147
27073,0.03658228624489602,0.8773231250619804
27074,0.042051971103136195,0.363439392851565
27075,0.6541404664408453,0.8378954126591337
27076,0.4268043038120217,0.6063804371121336
27077,0.04762662521106212,0.12229852882301231
27078,0.3933874458786861,0.7919037444352869
27079,0.16635690882941698,0.8655644486628737
27080,0.18801800156959375,0.556041952250218
27081,0.025784169042666866,0.6656070708623499
27082,0.24981100494197528,0.45897529749816823
27083,0.05876687415280451,0.13581100516426295
27084,0.7801463375388689,0.5073840008229854
27085,0.056387016020490954,0.01949083690649259
27086,0.03970189972590097,0.10831358975415298
27087,0.0952014405123533,0.22448556781510873
27088,0.14370127222182083,0.43297173784670784
27089,0.06371994996607493,0.07704916472768811
27090,0.4755153332787596,0.8690820940721481
27091,0.5997344124290432,0.33539748133103126
27092,0.1514722352474648,0.40310806125102927
27093,0.2189039096072102,0.2788329584201636
27094,0.008446098002261338,0.05273256750770979
27095,0.055492277637351164,0.47390274506454905
27096,0.03208113383642764,0.16324136092020552
27097,0.6250396002972083,0.8536266053757252
27098,0.42647493003256126,0.71638234691251
27099,0.16186647787959538,0.5064213655663049
27100,0.08441394327292019,0.9041114956368513
27101,0.04817442827327253,0.48168208715518024
27102,0.07367796702598421,0.712645895928086
27103,0.022334424574945014,0.05441047689549379
27104,0.17009914466625095,0.3904823383432268
27105,0.07802944718931146,0.41449926470155624
27106,0.5218517937321522,0.8806708052101329
27107,0.6149040793878824,0.7825531270212598
27108,0.10870757737980859,0.29041489585670216
27109,0.12182771293786405,0.2547741304382025
27110,0.14168460896233062,0.3198956876775794
27111,0.055099473003434145,0.3805794704293457
27112,0.37019697571798266,0.47282165033353907
27113,0.12826394821646758,0.3059888330783919
27114,0.09381889010790789,0.19546319186361455
27115,0.4164931138990705,0.731259567105129
27116,0.1528311778238487,0.9051488609413871
27117,0.12361930184085206,0.26149107306231545
27118,0.15105331092293806,0.5412205255214193
27119,0.060532743440089555,0.3998835120268483
27120,0.3608082683369354,0.9797667289189871
27121,0.012015531759286583,0.6730613158343006
27122,0.38005496778043973,0.7002538835181414
27123,0.13823296057281545,0.274550387989548
27124,0.09674144194357161,0.2024394005686908
27125,0.02321446286418374,0.03793664937022118
27126,0.5997044342669141,0.06258671536505703
27127,0.1270934778604021,0.14400806328249538
27128,0.20539949740170618,0.5580409971200894
27129,0.44772576102354605,0.5101471404469111
27130,0.056623827902889036,0.11310832974298243
27131,0.0456677148654369,0.09251638304363174
27132,0.4293960291491109,0.9129170477397783
27133,0.15952610264638134,0.5909367278442648
27134,0.51278820524268,0.8030581535225136
27135,0.14252794714282996,0.3875869855534278
27136,0.09835107948915729,0.5163252111503853
27137,0.07785528461209774,0.315517383736127
27138,0.21930754806218464,0.5767628002060345
27139,0.08682265109385369,0.15264140309767865
27140,0.8573522129203079,0.9459663773697938
27141,0.49827898063103987,0.7092359535073897
27142,0.08252245526947463,0.3443754001788803
27143,0.18656438728021923,0.24363407240777618
27144,0.08198531403733107,0.11522913491121992
27145,0.611633854177272,0.8347111891315456
27146,0.024284782054924278,0.8925384414615842
27147,0.07375613905508621,0.34370180358130287
27148,0.13341085283318804,0.1489379244684378
27149,0.43844831835525305,0.2740027801430375
27150,0.5699440721751114,0.9225837024759627
27151,0.05767219022197867,0.3758207945194464
27152,0.020156471892004767,0.15606516901205056
27153,0.1274729164481648,0.6285838427686153
27154,0.5286940356086315,0.7473115970352797
27155,0.17150583807560543,0.47995605752084686
27156,0.024141186170870625,0.49949407191260636
27157,0.01791915355371796,0.6626081828752065
27158,0.10572573841751404,0.3900079622807458
27159,0.16568452027991082,0.5055600168644067
27160,0.2386896697607614,0.22493631991269938
27161,0.22262810640573036,0.28775431270554563
27162,0.1476471161092381,0.938020668501271
27163,0.7333977426297721,0.560071229411436
27164,0.10033569813275249,0.042382722425933
27165,0.4859165800414401,0.7148337813854426
27166,0.10655278059050373,0.32235734575934644
27167,0.10164538182090437,0.23404707577837344
27168,0.08530568762821526,0.6741348840318282
27169,0.4249027528763946,0.6304379289743292
27170,0.25685637718625026,0.6985737919668075
27171,0.07909258531829429,0.3970078734482819
27172,0.03965097610056947,0.7784851814504352
27173,0.4253337909599853,0.5857125900110601
27174,0.1515911164262305,0.09954184292345004
27175,0.13430126814017934,0.260641746084553
27176,0.6848983727641107,0.943355689036555
27177,0.7730768547428614,0.9000478284753766
27178,0.112794230224363,0.29232848359360253
27179,0.06620236094391717,0.20751014149081898
27180,0.14966847564231361,0.17760100240721477
27181,0.03010531067201692,0.8975644898591746
27182,0.42514573824309404,0.7582963822024109
27183,0.05496057393723427,0.5745606564279471
27184,0.018151394460519516,0.1459234907707042
27185,0.4026797070425214,0.6746851305307056
27186,0.20295265817794614,0.3509318916542479
27187,0.09217340644420959,0.12959006089276268
27188,0.04201763584072377,0.18451822943366994
27189,0.038669791646390304,0.32922132597458653
27190,0.573545930826573,0.8071999171910204
27191,0.0857888639225919,0.8832850842509575
27192,0.3183401277096272,0.4667486645258803
27193,0.01631039168645976,0.16983679461069515
27194,0.1664526783894173,0.30217787738311913
27195,0.06643585110853831,0.2016611603645479
27196,0.16055973162081086,0.23566961187332536
27197,0.04289779768140111,0.6507143599635546
27198,0.8720024144888501,0.9693495177463273
27199,0.030046051311509118,0.1764121229078705
27200,0.2147288843655902,0.42466683014652495
27201,0.5522589322062632,0.8508964904344367
27202,0.05779895276557632,0.00867463114009248
27203,0.06168003108164145,0.19695571196795417
27204,0.023857111218338927,0.07535469017264787
27205,0.06968668151225095,0.20588250370661276
27206,0.25913508280312,0.5192986329647594
27207,0.08763387245884954,0.19281154629723482
27208,0.7276389615155273,0.5182723020021079
27209,0.11600063821539616,0.199403439750624
27210,0.3275641794556687,0.45040578155136063
27211,0.2211519354763526,0.3916413571585881
27212,0.5737885506986047,0.9564451552543278
27213,0.5068710455943346,0.706818321762571
27214,0.031059055152850998,0.10024778171629686
27215,0.08800109895250714,0.8652123251277664
27216,0.05173663949001814,0.7097799067960026
27217,0.10361085646851013,0.32111031928395056
27218,0.48853261806697257,0.9028067330515026
27219,0.19918999114213684,0.38486980638396845
27220,0.05447706528404298,0.1686806770121654
27221,0.1734949905464529,0.6084759974250781
27222,0.16124305707334965,0.3592761128841454
27223,0.04128626775011709,0.804165707389188
27224,0.2675338204090876,0.7206338681697311
27225,0.26799381122823246,0.42961650165406406
27226,0.0343328060727719,0.30695481998532403
27227,0.23642721268109015,0.4529323890977643
27228,0.2735881801806512,0.5222600596962407
27229,0.6677333911399828,0.9354833492251285
27230,0.22678021614629273,0.9551678831761374
27231,0.6392205117218056,0.7759737401157496
27232,0.1479256429780364,0.40369126779344666
27233,0.41446609718699745,0.16351185325750464
27234,0.06193648059619627,0.01977275613873538
27235,0.8362955978945269,0.8927821722792767
27236,0.12235734763597961,0.8781770735819255
27237,0.2633417635279007,0.4860483776574008
27238,0.3226237700972173,0.7924094425124768
27239,0.7742397090271727,0.38515759939596467
27240,0.1352912651215801,0.4697424157281649
27241,0.1097377616806514,0.31867907172090476
27242,0.23191662948405092,0.6287327219917873
27243,0.08373421155680642,0.10701299622579195
27244,0.09187635509609286,0.15865270390102218
27245,0.024918790979266272,0.19683303663473656
27246,0.6885964294450537,0.8972239978502441
27247,0.18909290561946454,0.9202719769046143
27248,0.11299291805342883,0.38775393856575563
27249,0.0751541822570652,0.47680387541098174
27250,0.12274073013756662,0.3297457889776385
27251,0.10346391449438537,0.3844359790409969
27252,0.4811386296035999,0.7089808003457517
27253,0.03860991166817434,0.758125349898814
27254,0.8923685751265675,0.9663016254870749
27255,0.1451963502559494,0.37438861961359365
27256,0.3375443301289468,0.8510966387020859
27257,0.34118722487127295,0.5113581873672212
27258,0.7362533756123879,0.9510916710073799
27259,0.4578173727150518,0.8323895341469327
27260,0.113115215383819,0.25255320317937263
27261,0.07686333660763404,0.6529190176523152
27262,0.1533272064615752,0.43846934336149873
27263,0.06102517664692108,0.07968183891254531
27264,0.030734904878580663,0.07124031196438457
27265,0.10746047230776914,0.5833418034962509
27266,0.18324036659932055,0.24309898917085457
27267,0.07501838227496127,0.6658910405504533
27268,0.010141539550896993,0.1403042345981303
27269,0.7757088083828911,0.2809249006093993
27270,0.0481167329712303,0.11118564336362864
27271,0.06287824880554883,0.24596987096208472
27272,0.010629176014886147,0.16013275962305518
27273,0.1259464145650793,0.4328053394731965
27274,0.1484570441464728,0.4866025486537851
27275,0.23680302167972195,0.4858621304908112
27276,0.00490129146922484,0.02159973638019515
27277,0.05398533773442276,0.8460885748678735
27278,0.1049724579612435,0.24061056667336791
27279,0.08600543738911533,0.3732216520276233
27280,0.309920668333686,0.4504268977117681
27281,0.05599387037017451,0.24684341415544128
27282,0.055557677074743066,0.8373990162479191
27283,0.00776202043963434,0.05231391681292551
27284,0.46526119893473084,0.7940003897557725
27285,0.16990537917188295,0.5992377619199775
27286,0.03936460991918603,0.1458552253075621
27287,0.25656634152057817,0.7000927582349171
27288,0.8440243926449714,0.97149755171272
27289,0.1717885559132381,0.24213350766180097
27290,0.015097797815017829,0.08200822531169244
27291,0.8154717083709583,0.8777197864965441
27292,0.08057581769085445,0.7986260436573694
27293,0.10598637219760093,0.9424991081641074
27294,0.014917219466409355,0.053314679954113105
27295,0.24416691901419102,0.8021852717240192
27296,0.09598911594206887,0.8651910630318621
27297,0.04823546398948038,0.7659628080070432
27298,0.12871329096117748,0.20836817499181168
27299,0.23076309627747255,0.46442049724240647
27300,0.07958208557144333,0.936221687868802
27301,0.006960400888991363,0.027847147395487742
27302,0.05721047742073722,0.3906697342527679
27303,0.014678516622714083,0.013254373322351872
27304,0.06323585602040024,0.5908419358146548
27305,0.0522297400129769,0.04999655471847063
27306,0.09348873820899577,0.4027605919163005
27307,0.5453073855519923,0.6409381325597749
27308,0.0847996175840174,0.11192427990690143
27309,0.45334467854769744,0.9689165899461756
27310,0.08755299072484247,0.18708231997157823
27311,0.1925564427043666,0.18491240207094314
27312,0.05841729911675039,0.2610513669784243
27313,0.08393458773574963,0.13628761947176152
27314,0.05540359268710614,0.09952557653622808
27315,0.09100727479675931,0.28363217860125034
27316,0.37895959548375946,0.7838499395834388
27317,0.018875290666445603,0.030879439210135983
27318,0.20133784302422778,0.32415110717374895
27319,0.40953396972219713,0.6913972252295957
27320,0.34346603471388015,0.586957202745154
27321,0.03712071568245534,0.46760088258121213
27322,0.0930640896883365,0.04592733246032734
27323,0.06377337931970142,0.6752621163810154
27324,0.28889942610131736,0.4985567100945228
27325,0.4934360386109429,0.8426301400247744
27326,0.2621668092380132,0.5367547242502207
27327,0.15959113503615951,0.2863973354753734
27328,0.34119371634918844,0.7291528336583644
27329,0.21696319577314319,0.5708743499450144
27330,0.010884016484069288,0.4612335919485671
27331,0.07685929541581313,0.18841486308696043
27332,0.05854160876310914,0.9223853116868886
27333,0.6513165896124649,0.7375351154293434
27334,0.06612883911978919,0.03635298155252854
27335,0.11307293845733407,0.13032046528977476
27336,0.0955185639902648,0.23730363964050416
27337,0.22762951729801575,0.5263565118826276
27338,0.2583645120646786,0.45042641737275807
27339,0.1533667136331297,0.1279700493099857
27340,0.017380523651207444,0.1635277631089086
27341,0.09571116575471837,0.40363173693454674
27342,0.0329120101839235,0.8373102653853782
27343,0.07100633573358037,0.15609651514083805
27344,0.3043299189929553,0.5300172520732964
27345,0.04975812924680415,0.20838889391631318
27346,0.7776522669747493,0.9391214141152977
27347,0.6976164087072774,0.9360026827398635
27348,0.1239183750231699,0.34369094310368226
27349,0.08800812510363724,0.3505769183816287
27350,0.20458152033741192,0.8916624694458037
27351,0.6562528058362351,0.9260773486476744
27352,0.09350090918777605,0.2927403020230465
27353,0.006461750320409218,0.08280199019025157
27354,0.08368264400377713,0.7256300533327439
27355,0.5029404460880528,0.7082592069795807
27356,0.13913746729147122,0.29462773292787314
27357,0.21834144679515818,0.4986511488199325
27358,0.10481330308173631,0.4785358939386129
27359,0.45300082650645196,0.8503882959927976
27360,0.2026501296650693,0.5176166815015348
27361,0.028170808014976827,0.8516985050957441
27362,0.2799549286893674,0.5447443131799427
27363,0.21743281296792996,0.4452218120543376
27364,0.06574662622580797,0.31115189116847936
27365,0.3132774305405058,0.48008977990193286
27366,0.35268907982566094,0.7217616845597783
27367,0.13299142988917836,0.2279261456403746
27368,0.10949274920983139,0.4901635584298249
27369,0.08537424358763421,0.11674605470815914
27370,0.013508255818091904,0.781814675691535
27371,0.2474152036041494,0.3617002881816164
27372,0.17851292953350853,0.4884394719164803
27373,0.7261274385481808,0.6914134985333034
